index,Pos,Rider,Born,Nation,Team,Points,rider_id,Year
33216,71,Geschke  Simon,1986,Germany,CCC Team,594,168,2020
33217,72,Caruso  Damiano,1987,Italy,Bahrain-McLaren,593,1006,2020
33221,76,Haig  Jack,1993,Australia,Mitchelton-Scott,583,19784,2020
33225,80,Capiot  Amaury,1993,Belgium,Sport Vlaanderen-Baloise,568,19254,2020
33235,90,Bettiol  Alberto,1993,Italy,EF Pro Cycling,517,20584,2020
33237,92,Teuns  Dylan,1992,Belgium,Bahrain-McLaren,516,8068,2020
33238,93,Bagioli  Andrea,1999,Italy,Deceuninck-Quick Step,515,65240,2020
33239,94,Madouas  Valentin,1996,France,Groupama - FDJ,513,37379,2020
33246,101,Aranburu  Alex,1995,Spain,Astana Pro Team,486,27307,2020
33247,102,Coquard  Bryan,1992,France,B&B Hotels-Vital Concept,484,16752,2020
33248,103,Degenkolb  John,1989,Germany,Lotto-Soudal,481,1013,2020
33249,104,De Gendt  Aimé,1994,Belgium,Circus-Wanty Gobert,473,16581,2020
33250,105,Kangert  Tanel,1987,Estonia,EF Pro Cycling,472,1018,2020
33256,111,Molard  Rudy,1989,France,Groupama - FDJ,444,6222,2020
33257,112,Asgreen  Kasper,1995,Denmark,Deceuninck-Quick Step,440,27121,2020
33261,115,Paret-Peintre  Aurélien,1996,France,AG2R La Mondiale,429,27301,2020
33265,120,Nieve  Mikel,1984,Spain,Mitchelton-Scott,408,868,2020
33269,124,Swift  Ben,1987,Great Britain,INEOS Grenadiers,389,828,2020
33271,126,Formolo  Davide,1992,Italy,UAE Team Emirates,384,11011,2020
33276,131,Colbrelli  Sonny,1990,Italy,Bahrain-McLaren,367,2338,2020
33291,146,Leknessund  Andreas,1999,Norway,Uno-X Pro Cycling Team,333,66973,2020
33300,155,Felline  Fabio,1990,Italy,Astana Pro Team,309,1580,2020
33301,155,Guerreiro  Ruben,1994,Portugal,EF Pro Cycling,309,16992,2020
33304,159,Janse van Rensburg  Reinardt,1989,South Africa,NTT Pro Cycling,299,6559,2020
33305,159,Storer  Michael,1997,Australia,Team Sunweb,299,37447,2020
33306,161,Bonifazio  Niccolo,1993,Italy,Total Direct Energie,297,16823,2020
33313,168,Zakarin  Ilnur,1989,Russia,CCC Team,285,9128,2020
33315,169,Rota  Lorenzo,1995,Italy,Vini Zabù-Brado-KTM,284,27275,2020
33316,171,García Cortina  Iván,1995,Spain,Bahrain-McLaren,283,11828,2020
33321,176,Cattaneo  Mattia,1990,Italy,Deceuninck-Quick Step,277,6227,2020
33322,177,Walscheid  Max,1993,Germany,NTT Pro Cycling,274,9210,2020
33325,178,Denz  Nico,1994,Germany,Team Sunweb,271,16817,2020
33326,181,Valgren  Michael,1992,Denmark,NTT Pro Cycling,270,6309,2020
33327,182,Brambilla  Gianluca,1987,Italy,Trek-Segafredo,268,2741,2020
33331,186,De La Parte  Victor,1986,Spain,CCC Team,259,5395,2020
33340,195,Visconti  Giovanni,1983,Italy,Vini Zabù-Brado-KTM,245,486,2020
33341,196,Declercq  Tim,1989,Belgium,Deceuninck-Quick Step,243,1970,2020
33347,198,Vermeersch  Florian,1999,Belgium,Lotto-Soudal,242,69912,2020
33352,207,Dowsett  Alex,1988,Great Britain,Israel Start-Up Nation,239,1009,2020
33367,222,Pacher  Quentin,1992,France,B&B Hotels-Vital Concept,227,17203,2020
33385,239,Dillier  Silvan,1990,Switzerland,AG2R La Mondiale,208,3303,2020
33390,244,Oliveira  Nelson,1989,Portugal,Movistar,206,1008,2020
33391,244,Bjerg  Mikkel,1998,Denmark,UAE Team Emirates,206,66265,2020
33394,249,Castroviejo  Jonathan,1987,Spain,INEOS Grenadiers,204,871,2020
33395,249,Verona  Carlos,1992,Spain,Movistar,204,7781,2020
33396,251,Haga  Chad,1988,USA,Team Sunweb,200,9322,2020
33403,258,Tolhoek  Antwan,1994,Netherlands,Team Jumbo-Visma,192,22143,2020
33410,265,Bystrøm  Sven Erik,1992,Norway,UAE Team Emirates,186,4953,2020
33414,269,Vakoc  Petr,1992,Czech Republic,Alpecin-Fenix,183,6266,2020
33416,270,Eekhoff  Nils,1998,Netherlands,Team Sunweb,182,45368,2020
33425,279,Eg  Niklas,1995,Denmark,Trek-Segafredo,175,16795,2020
33426,281,Kruijswijk  Steven,1987,Netherlands,Team Jumbo-Visma,174,730,2020
33442,297,Delaplace  Anthony,1989,France,Arkéa-Samsic,160,965,2020
33443,297,Haller  Marco,1991,Austria,Bahrain-McLaren,160,6246,2020
33444,297,Zabel  Rick,1993,Germany,Israel Start-Up Nation,160,7731,2020
33450,305,Paterski  Maciej,1986,Poland,Wibatech Merx 7R,157,783,2020
33452,305,McLay  Daniel,1992,Great Britain,Arkéa-Samsic,157,16154,2020
33462,317,Politt  Nils,1994,Germany,Israel Start-Up Nation,150,18260,2020
33466,321,De Marchi  Alessandro,1986,Italy,CCC Team,148,3103,2020
33472,327,Simon  Julien,1985,France,Total Direct Energie,146,964,2020
33475,329,Laporte  Christophe,1992,France,Cofidis,144,14737,2020
33483,337,Geniets  Kevin,1997,Luxembourg,Groupama - FDJ,140,37325,2020
33487,341,Groenewegen  Dylan,1993,Netherlands,Team Jumbo-Visma,137,7720,2020
33491,346,De Buyst  Jasper,1993,Belgium,Lotto-Soudal,134,9042,2020
33498,353,Rojas  José Joaquin,1985,Spain,Movistar,129,116,2020
33507,360,Theuns  Edward,1991,Belgium,Trek-Segafredo,128,10382,2020
33512,367,Zimmermann  Georg,1997,Germany,CCC Team,124,38803,2020
33513,368,Brändle  Matthias,1989,Austria,Israel Start-Up Nation,123,875,2020
33518,372,Kudus  Merhawi,1994,Eritrea,Astana Pro Team,122,18117,2020
33529,382,Thomas  Benjamin,1995,France,Groupama - FDJ,116,43007,2020
33532,386,Schelling  Ide,1998,Netherlands,Bora-hansgrohe,114,45602,2020
33535,390,El Fares  Julien,1985,France,Nippo Delko Provence,112,345,2020
33540,394,Bonnamour  Franck,1995,France,Arkéa-Samsic,111,27297,2020
33542,397,Latour  Pierre,1993,France,AG2R La Mondiale,110,15752,2020
33545,400,Roosen  Timo,1993,Netherlands,Team Jumbo-Visma,108,22133,2020
33551,406,Haussler  Heinrich,1984,Australia,Bahrain-McLaren,106,120,2020
33556,411,Brajkovic  Janez,1983,Slovenia,Adria Mobil,105,252,2020
33558,411,McCarthy  Jay,1992,Australia,Bora-hansgrohe,105,4778,2020
33561,416,Vuillermoz  Alexis,1988,France,AG2R La Mondiale,103,14716,2020
33572,423,Sobrero  Matteo,1997,Italy,NTT Pro Cycling,98,40783,2020
33581,435,Bevin  Patrick,1991,New Zealand,CCC Team,96,3287,2020
33592,447,Gesink  Robert,1986,Netherlands,Team Jumbo-Visma,93,41,2020
33606,459,Durbridge  Luke,1991,Australia,Mitchelton-Scott,90,2327,2020
33610,459,Swift  Connor,1995,Great Britain,Arkéa-Samsic,90,49662,2020
33611,459,Buitrago  Santiago,1999,Colombia,Bahrain-McLaren,90,81835,2020
33617,469,Tejada  Harold,1997,Colombia,Astana Pro Team,88,64106,2020
33628,483,Guglielmi  Simon,1997,France,Groupama - FDJ,84,38923,2020
33673,528,Navardauskas  Ramunas,1988,Lithuania,Nippo Delko Provence,72,1709,2020
33675,528,Bernard  Julien,1992,France,Trek-Segafredo,72,17182,2020
33677,528,Nieuwenhuis  Joris,1996,Netherlands,Team Sunweb,72,38146,2020
33690,544,Tusveld  Martijn,1993,Netherlands,Team Sunweb,69,7729,2020
33697,544,Wright  Fred,1999,Great Britain,Bahrain-McLaren,69,63055,2020
33704,553,Jorgenson  Matteo,1999,USA,Movistar,68,68206,2020
33710,565,Thwaites  Scott,1990,Great Britain,Alpecin-Fenix,66,3299,2020
33713,567,Marczynski  Tomasz,1984,Poland,Lotto-Soudal,65,2281,2020
33722,577,Zeits  Andrey,1986,Kazakhstan,Mitchelton-Scott,64,737,2020
33746,597,Eiking  Odd Christian,1994,Norway,Circus-Wanty Gobert,61,17252,2020
33760,615,Lindeman  Bert-Jan,1989,Netherlands,Team Jumbo-Visma,58,4001,2020
33764,615,Drizners  Jarrad,1999,Australia,Hagens Berman - Axeon,58,63295,2020
33767,622,Van Emden  Jos,1985,Netherlands,Team Jumbo-Visma,57,729,2020
33774,629,Arashiro  Yukiya,1984,Japan,Bahrain-McLaren,56,163,2020
33775,629,Herrada  Jose,1985,Spain,Cofidis,56,1323,2020
33783,636,Beullens  Cédric,1997,Belgium,Sport Vlaanderen-Baloise,55,37466,2020
33791,646,Barta  Jan,1984,Czech Republic,Elkov - Kasper,54,990,2020
33800,655,Kreuziger  Roman,1986,Czech Republic,NTT Pro Cycling,52,36,2020
33812,664,Neilands  Krists,1994,Latvia,Israel Start-Up Nation,51,16660,2020
33813,664,Lecroq  Jérémy,1995,France,B&B Hotels-Vital Concept,51,32609,2020
33832,687,Cavendish  Mark,1985,Great Britain,Bahrain-McLaren,48,14,2020
33857,711,Craddock  Lawson,1992,USA,EF Pro Cycling,45,3355,2020
33867,722,Hivert  Jonathan,1985,France,Total Direct Energie,44,169,2020
33878,733,Cataldo  Dario,1985,Italy,Movistar,43,532,2020
33879,733,van der Hoorn  Taco,1993,Netherlands,Team Jumbo-Visma,43,10802,2020
33883,733,Rutsch  Jonas,1998,Germany,EF Pro Cycling,43,46161,2020
33891,740,Russo  Clément,1995,France,Arkéa-Samsic,42,46959,2020
33904,758,Vachon  Florian,1985,France,Arkéa-Samsic,40,1016,2020
33914,767,Boivin  Guillaume,1989,Canada,Israel Start-Up Nation,39,1937,2020
33930,784,Vichot  Arthur,1988,France,B&B Hotels-Vital Concept,37,861,2020
33932,784,Keisse  Iljo,1982,Belgium,Deceuninck-Quick Step,37,1298,2020
33933,784,Slagter  Tom-Jelte,1989,Netherlands,B&B Hotels-Vital Concept,37,1714,2020
33936,784,Cabot  Jérémy,1991,France,Total Direct Energie,37,17183,2020
33965,819,Wallays  Jelle,1989,Belgium,Lotto-Soudal,35,1276,2020
33977,832,Bodnar  Maciej,1985,Poland,Bora-hansgrohe,34,361,2020
33979,832,Périchon  Pierre-Luc,1987,France,Cofidis,34,9154,2020
33990,845,Richeze  Maximiliano,1983,Argentina,UAE Team Emirates,33,624,2020
34028,871,Van Den Berg  Lars,1998,Netherlands,Groupama-FDJ Conti,31,47122,2020
34085,940,Gavazzi  Francesco,1984,Italy,Androni Giocattoli-Sidermec,26,580,2020
34086,940,Gatto  Oscar,1985,Italy,Bora-hansgrohe,26,1973,2020
34121,957,Strong  Corbin,2000,New Zealand,SEG Racing Academy,25,82572,2020
34125,979,Sepulveda  Eduardo,1991,Argentina,Movistar,24,9451,2020
34129,979,Cras  Steff,1996,Belgium,Lotto-Soudal,24,27332,2020
34143,998,Atapuma  Darwin,1988,Colombia,Colombia Tierra de Atletas,23,2280,2020
34147,998,Atapuma  Darwin,1988,Colombia,Colombia Tierra de Atletas,23,2280,2020
34221,1074,Abrahamsen  Jonas,1995,Norway,Uno-X Pro Cycling Team,19,27229,2020
34248,1097,van Poppel  Boy,1988,Netherlands,Circus-Wanty Gobert,18,3187,2020
34271,1124,Reza  Kevin,1988,France,B&B Hotels-Vital Concept,17,2995,2020
34289,1124,Welsford  Sam,1996,Australia,Northern Beaches Cycling Club,17,44003,2020
34290,1124,Burgaudeau  Mathieu,1998,France,Total Direct Energie,17,45754,2020
34302,1156,Burghardt  Marcus,1983,Germany,Bora-hansgrohe,16,92,2020
34364,1219,Wyss  Danilo,1985,Switzerland,NTT Pro Cycling,14,912,2020
34370,1219,Owsian  Lukasz,1990,Poland,Arkéa-Samsic,14,7771,2020
34448,1301,Brown  Nathan,1991,USA,Rally Cycling,12,3354,2020
34483,1334,Laengen  Vegard Stake,1989,Norway,UAE Team Emirates,11,407,2020
34484,1334,Benedetti  Cesare,1987,Poland,Bora-hansgrohe,11,3224,2020
34522,1377,Schär  Michael,1986,Switzerland,CCC Team,10,327,2020
34538,1377,Rex  Laurenz,1999,Belgium,Wallonie-Bruxelles Development Team,10,71213,2020
34546,1377,Wynants  Maarten,1982,Belgium,Team Jumbo-Visma,10,367,2020
34559,1377,Rex  Laurenz,1999,Belgium,Wallonie-Bruxelles Development Team,10,71213,2020
34560,1377,Page  Hugo,2001,France,Groupama-FDJ Conti,10,94862,2020
34565,1419,Langeveld  Sebastian,1985,Netherlands,EF Pro Cycling,9,312,2020
34623,1470,Ourselin  Paul,1994,France,Total Direct Energie,8,32592,2020
34747,1597,Weening  Pieter,1981,Netherlands,Trek-Segafredo,6,300,2020
34751,1597,Sinkeldam  Ramon,1989,Netherlands,Groupama - FDJ,6,4589,2020
34906,1760,Machado  Tiago,1985,Portugal,Efapel,4,708,2020
34949,1760,Geniez  Alexandre,1988,France,AG2R La Mondiale,4,948,2020
35047,1858,Sabatini  Fabio,1985,Italy,Cofidis,3,122,2020
35049,1858,Grmay  Tsgabu,1991,Ethiopia,Mitchelton-Scott,3,6255,2020
35156,1964,Kochetkov  Pavel,1986,Russia,CCC Team,2,2320,2020
35349,2099,Goncalves  Jose,1989,Portugal,Nippo Delko Provence,1,6536,2020
35463,4,Bernal  Egan,1997,Colombia,INEOS Grenadiers,2373,58275,2021
35464,5,Almeida  Joao,1998,Portugal,Deceuninck-Quick Step,2170,50303,2021
35465,6,Alaphilippe  Julian,1992,France,Deceuninck-Quick Step,2145,12474,2021
35466,7,Colbrelli  Sonny,1990,Italy,Bahrain Victorious,1940,2338,2021
35469,10,Gaudu  David,1996,France,Groupama-FDJ,1733,37378,2021
35471,12,Mas  Enric,1995,Spain,Movistar Team,1686,1527,2021
35472,13,van der Poel  Mathieu,1995,Netherlands,Alpecin-Fenix,1646,16672,2021
35474,15,Evenepoel  Remco,2000,Belgium,Deceuninck-Quick Step,1548,84019,2021
35485,26,Laporte  Christophe,1992,France,Cofidis,1337,14737,2021
35486,27,Cavendish  Mark,1985,Great Britain,Deceuninck-Quick Step,1305,14,2021
35488,29,Asgreen  Kasper,1995,Denmark,Deceuninck-Quick Step,1281,27121,2021
35491,32,Stuyven  Jasper,1992,Belgium,Trek-Segafredo,1264,5059,2021
35492,33,Bardet  Romain,1990,France,Team DSM,1261,2275,2021
35495,36,Caruso  Damiano,1987,Italy,Bahrain Victorious,1240,1006,2021
35496,37,Haig  Jack,1993,Australia,Bahrain Victorious,1184,19784,2021
35500,41,Démare  Arnaud,1991,France,Groupama-FDJ,1127,2337,2021
35501,42,Sagan  Peter,1990,Slovakia,BORA-hansgrohe,1090,784,2021
35507,48,Ackermann  Pascal,1994,Germany,BORA-hansgrohe,1022,9746,2021
35508,49,Paret-Peintre  Aurélien,1996,France,AG2R Citroën Team,1006,27301,2021
35509,50,Bilbao  Pello,1990,Spain,Bahrain Victorious,994,4863,2021
35513,54,Bonnamour  Franck,1995,France,B&B Hotels p/b KTM,939,27297,2021
35514,55,Sénéchal  Florian,1993,France,Deceuninck-Quick Step,936,12481,2021
35516,57,Cattaneo  Mattia,1990,Italy,Deceuninck-Quick Step,923,6227,2021
35521,62,Aranburu  Alex,1995,Spain,Astana-Premier Tech,856,27307,2021
35522,63,Pedersen  Mads,1995,Denmark,Trek-Segafredo,855,16793,2021
35532,73,Coquard  Bryan,1992,France,B&B Hotels p/b KTM,811,16752,2021
35534,75,Politt  Nils,1994,Germany,BORA-hansgrohe,797,18260,2021
35544,85,Madouas  Valentin,1996,France,Groupama-FDJ,766,37379,2021
35545,86,Eiking  Odd Christian,1994,Norway,Intermarché-Wanty-Gobert,763,17252,2021
35555,96,Kwiatkowski  Michal,1990,Poland,INEOS Grenadiers,725,2961,2021
35557,98,Schelling  Ide,1998,Netherlands,BORA-hansgrohe,720,45602,2021
35561,102,Teuns  Dylan,1992,Belgium,Bahrain Victorious,709,8068,2021
35562,103,Walscheid  Max,1993,Germany,Team Qhubeka NextHash,706,9210,2021
35564,105,Latour  Pierre,1993,France,Team TotalEnergies,687,15752,2021
35567,108,Rota  Lorenzo,1995,Italy,Intermarché-Wanty-Gobert,666,27275,2021
35569,108,Swift  Connor,1995,Great Britain,Team Arkéa-Samsic,666,49662,2021
35576,117,Großschartner  Felix,1993,Austria,BORA-hansgrohe,640,9302,2021
35579,120,Fuglsang  Jakob,1985,Denmark,Astana-Premier Tech,630,264,2021
35582,123,De Marchi  Alessandro,1986,Italy,Israel Start-Up Nation,604,3103,2021
35585,126,McNulty  Brandon,1998,USA,UAE Team Emirates,590,48539,2021
35589,130,Valgren  Michael,1992,Denmark,EF Education-NIPPO,578,6309,2021
35594,135,Poels  Wout,1987,Netherlands,Bahrain Victorious,558,929,2021
35599,140,Storer  Michael,1997,Australia,Team DSM,543,37447,2021
35600,141,Kruijswijk  Steven,1987,Netherlands,Jumbo-Visma,540,730,2021
35601,142,Degenkolb  John,1989,Germany,Lotto Soudal,538,1013,2021
35604,145,Formolo  Davide,1992,Italy,UAE Team Emirates,525,11011,2021
35609,150,Oliveira  Nelson,1989,Portugal,Movistar Team,512,1008,2021
35610,150,Groenewegen  Dylan,1993,Netherlands,Jumbo-Visma,512,7720,2021
35611,152,Bonifazio  Niccolo,1993,Italy,Team TotalEnergies,508,16823,2021
35615,156,Brambilla  Gianluca,1987,Italy,Trek-Segafredo,500,2741,2021
35619,160,Capiot  Amaury,1993,Belgium,Team Arkéa-Samsic,494,19254,2021
35629,170,Bagioli  Andrea,1999,Italy,Deceuninck-Quick Step,466,65240,2021
35637,178,Guerreiro  Ruben,1994,Portugal,EF Education-NIPPO,451,16992,2021
35638,179,Costa  Rui,1986,Portugal,UAE Team Emirates,450,114,2021
35640,181,Simon  Julien,1985,France,Team TotalEnergies,444,964,2021
35643,183,Vermeersch  Florian,1999,Belgium,Lotto Soudal,441,69912,2021
35644,185,Soler  Marc,1993,Spain,Movistar Team,435,25726,2021
35653,194,Delaplace  Anthony,1989,France,Team Arkéa-Samsic,416,965,2021
35658,199,García Cortina  Iván,1995,Spain,Movistar Team,403,11828,2021
35659,200,Bettiol  Alberto,1993,Italy,EF Education-NIPPO,401,20584,2021
35665,205,Majka  Rafal,1989,Poland,UAE Team Emirates,393,3991,2021
35666,207,Périchon  Pierre-Luc,1987,France,Cofidis,392,9154,2021
35675,216,Theuns  Edward,1991,Belgium,Trek-Segafredo,379,10382,2021
35682,223,Bystrøm  Sven Erik,1992,Norway,UAE Team Emirates,366,4953,2021
35684,224,Zimmermann  Georg,1997,Germany,Intermarché-Wanty-Gobert,365,38803,2021
35694,235,Burgaudeau  Mathieu,1998,France,Team TotalEnergies,350,45754,2021
35700,241,van der Hoorn  Taco,1993,Netherlands,Intermarché-Wanty-Gobert,341,10802,2021
35709,249,McLay  Daniel,1992,Great Britain,Team Arkéa-Samsic,325,16154,2021
35718,258,Jorgenson  Matteo,1999,USA,Movistar Team,320,68206,2021
35723,264,Kudus  Merhawi,1994,Eritrea,Astana-Premier Tech,311,18117,2021
35726,266,Buitrago  Santiago,1999,Colombia,Bahrain Victorious,310,81835,2021
35731,272,Molard  Rudy,1989,France,Groupama-FDJ,297,6222,2021
35735,276,Pacher  Quentin,1992,France,B&B Hotels p/b KTM,293,17203,2021
35736,277,Janse van Rensburg  Reinardt,1989,South Africa,Team Qhubeka NextHash,292,6559,2021
35771,312,Bevin  Patrick,1991,New Zealand,Israel Start-Up Nation,263,3287,2021
35774,315,Sepulveda  Eduardo,1991,Argentina,Androni Giocattoli-Sidermec,259,9451,2021
35777,318,Eekhoff  Nils,1998,Netherlands,Team DSM,257,45368,2021
35778,319,Felline  Fabio,1990,Italy,Astana-Premier Tech,256,1580,2021
35780,321,De Gendt  Aimé,1994,Belgium,Intermarché-Wanty-Gobert,255,16581,2021
35787,328,Haussler  Heinrich,1984,Australia,Bahrain Victorious,248,120,2021
35793,334,Kangert  Tanel,1987,Estonia,Team BikeExchange,244,1018,2021
35797,337,Russo  Clément,1995,France,Team Arkéa-Samsic,241,46959,2021
35798,339,Tolhoek  Antwan,1994,Netherlands,Jumbo-Visma,240,22143,2021
35807,346,Bjerg  Mikkel,1998,Denmark,UAE Team Emirates,235,66265,2021
35809,350,Castroviejo  Jonathan,1987,Spain,INEOS Grenadiers,233,871,2021
35811,352,van Poppel  Boy,1988,Netherlands,Intermarché-Wanty-Gobert,230,3187,2021
35817,356,Sobrero  Matteo,1997,Italy,Astana-Premier Tech,226,40783,2021
35818,359,Hindley  Jai,1996,Australia,Team DSM,223,37446,2021
35839,380,Paterski  Maciej,1986,Poland,Voster ATS Team,207,783,2021
35845,386,Bodnar  Maciej,1985,Poland,BORA-hansgrohe,203,361,2021
35848,386,Leknessund  Andreas,1999,Norway,Team DSM,203,66973,2021
35851,392,Haller  Marco,1991,Austria,Bahrain Victorious,200,6246,2021
35852,392,Berthet  Clement,1997,France,AG2R Citroën Team,200,57961,2021
35854,394,Vuillermoz  Alexis,1988,France,Team TotalEnergies,199,14716,2021
35856,394,Lecroq  Jérémy,1995,France,B&B Hotels p/b KTM,199,32609,2021
35859,400,Rojas  José Joaquin,1985,Spain,Movistar Team,197,116,2021
35862,403,Durbridge  Luke,1991,Australia,Team BikeExchange,193,2327,2021
35864,403,Wright  Fred,1999,Great Britain,Bahrain Victorious,193,63055,2021
35866,407,De Buyst  Jasper,1993,Belgium,Lotto Soudal,192,9042,2021
35873,414,Cras  Steff,1996,Belgium,Lotto Soudal,187,27332,2021
35875,416,Zeits  Andrey,1986,Kazakhstan,Team BikeExchange,186,737,2021
35877,416,Zakarin  Ilnur,1989,Russia,Gazprom-RusVelo,186,9128,2021
35883,421,Thomas  Benjamin,1995,France,Groupama-FDJ,184,43007,2021
35896,436,Mezgec  Luka,1988,Slovenia,Team BikeExchange,176,9234,2021
35899,440,De La Parte  Victor,1986,Spain,Team TotalEnergies,175,5395,2021
35908,449,Neilands  Krists,1994,Latvia,Israel Start-Up Nation,171,16660,2021
35913,454,Geschke  Simon,1986,Germany,Cofidis,168,168,2021
35920,461,Vakoc  Petr,1992,Czech Republic,Alpecin-Fenix,166,6266,2021
35924,465,Beullens  Cédric,1997,Belgium,Sport Vlaanderen-Baloise,164,37466,2021
35931,472,Van Emden  Jos,1985,Netherlands,Jumbo-Visma,160,729,2021
35939,479,Geniets  Kevin,1997,Luxembourg,Groupama-FDJ,157,37325,2021
35945,486,Rutsch  Jonas,1998,Germany,EF Education-NIPPO,152,46161,2021
35966,506,Gavazzi  Francesco,1984,Italy,EOLO-KOMETA,144,580,2021
35967,508,Nieve  Mikel,1984,Spain,Team BikeExchange,143,868,2021
35973,514,Boivin  Guillaume,1989,Canada,Israel Start-Up Nation,141,1937,2021
35982,523,Swift  Ben,1987,Great Britain,INEOS Grenadiers,134,828,2021
36010,551,Hivert  Jonathan,1985,France,B&B Hotels p/b KTM,124,169,2021
36011,551,Verona  Carlos,1992,Spain,Movistar Team,124,7781,2021
36018,558,Barta  Jan,1984,Czech Republic,Elkov - Kasper,121,990,2021
36020,558,Eg  Niklas,1995,Denmark,Trek-Segafredo,121,16795,2021
36031,568,Rex  Laurenz,1999,Belgium,Bingoal Pauwels Sauces WB,119,71213,2021
36035,575,Craddock  Lawson,1992,USA,EF Education-NIPPO,118,3355,2021
36048,589,Zabel  Rick,1993,Germany,Israel Start-Up Nation,111,7731,2021
36060,600,Owsian  Lukasz,1990,Poland,Team Arkéa-Samsic,108,7771,2021
36063,604,Dillier  Silvan,1990,Switzerland,Alpecin-Fenix,107,3303,2021
36073,614,Laengen  Vegard Stake,1989,Norway,UAE Team Emirates,105,407,2021
36082,623,Denz  Nico,1994,Germany,Team DSM,103,16817,2021
36083,623,Van Den Berg  Lars,1998,Netherlands,Groupama-FDJ,103,47122,2021
36102,643,Richeze  Maximiliano,1983,Argentina,UAE Team Emirates,97,624,2021
36132,672,Tusveld  Martijn,1993,Netherlands,Team DSM,89,7729,2021
36158,699,Burghardt  Marcus,1983,Germany,BORA-hansgrohe,84,92,2021
36160,699,Burghardt  Marcus,1983,Germany,BORA-hansgrohe,84,92,2021
36171,712,Drizners  Jarrad,1999,Australia,Hagens Berman Axeon,81,63295,2021
36189,730,Jungels  Bob,1992,Luxembourg,AG2R Citroën Team,76,6413,2021
36204,745,Cataldo  Dario,1985,Italy,Movistar Team,74,532,2021
36208,745,Cabot  Jérémy,1991,France,Team TotalEnergies,74,17183,2021
36213,752,Grmay  Tsgabu,1991,Ethiopia,Team BikeExchange,73,6255,2021
36219,752,Page  Hugo,2001,France,Groupama-FDJ Conti,73,94862,2021
36226,767,Brändle  Matthias,1989,Austria,Israel Start-Up Nation,71,875,2021
36238,772,Strong  Corbin,2000,New Zealand,SEG Racing Academy,70,82572,2021
36241,782,Langeveld  Sebastian,1985,Netherlands,EF Education-NIPPO,69,312,2021
36250,782,Turner  Ben,1999,Great Britain,Trinity Racing,69,71217,2021
36280,817,Guglielmi  Simon,1997,France,Groupama-FDJ,64,38923,2021
36307,848,Visconti  Giovanni,1983,Italy,Bardiani CSF Faizanè,59,486,2021
36332,872,Juul-Jensen  Christopher,1989,Denmark,Team BikeExchange,56,1715,2021
36335,872,Haga  Chad,1988,USA,Team DSM,56,9322,2021
36368,909,El Fares  Julien,1985,France,EF Education-NIPPO,51,345,2021
36377,909,Tejada  Harold,1997,Colombia,Astana-Premier Tech,51,64106,2021
36386,927,Moreno  Javier,1984,Spain,Efapel,49,2118,2021
36397,938,Keisse  Iljo,1982,Belgium,Deceuninck-Quick Step,48,1298,2021
36439,980,Herrada  Jose,1985,Spain,Cofidis,44,1323,2021
36447,988,Geniez  Alexandre,1988,France,Team TotalEnergies,43,948,2021
36460,988,Geniez  Alexandre,1988,France,Team TotalEnergies,43,948,2021
36464,1005,Dowsett  Alex,1988,Great Britain,Israel Start-Up Nation,42,1009,2021
36466,1005,Roosen  Timo,1993,Netherlands,Jumbo-Visma,42,22133,2021
36530,1071,Schär  Michael,1986,Switzerland,AG2R Citroën Team,36,327,2021
36591,1132,Hepburn  Michael,1991,Australia,Team BikeExchange,32,2978,2021
36592,1132,Brown  Nathan,1991,USA,Rally Cycling,32,3354,2021
36616,1150,De Plus  Laurens,1995,Belgium,INEOS Grenadiers,31,27333,2021
36860,1396,Wallays  Jelle,1989,Belgium,Cofidis,19,1276,2021
36971,1496,Nieuwenhuis  Joris,1996,Netherlands,Team DSM,16,38146,2021
36995,1536,Reza  Kevin,1988,France,B&B Hotels p/b KTM,15,2995,2021
37003,1536,Abrahamsen  Jonas,1995,Norway,Uno-X Pro Cycling Team,15,27229,2021
37030,1571,Koren  Kristjan,1986,Slovenia,,14,782,2021
37202,1741,Machado  Tiago,1985,Portugal,Radio Popular - Boavista,10,708,2021
37204,1741,Mendes  Jose,1985,Portugal,W52 - FC Porto,10,992,2021
37388,1922,Gesink  Robert,1986,Netherlands,Jumbo-Visma,7,41,2021
37478,2010,Benedetti  Cesare,1987,Poland,BORA-hansgrohe,6,3224,2021
37479,2010,Thwaites  Scott,1990,Great Britain,Alpecin-Fenix,6,3299,2021
37764,2228,Duchesne  Antoine,1991,Canada,Groupama-FDJ,4,6260,2021
37976,2501,Arashiro  Yukiya,1984,Japan,Bahrain Victorious,2,163,2021
37977,2501,Kochetkov  Pavel,1986,Russia,Gazprom-RusVelo,2,2320,2021
38073,2501,Arashiro  Yukiya,1984,Japan,Bahrain Victorious,2,163,2021
38074,2501,Kochetkov  Pavel,1986,Russia,Gazprom-RusVelo,2,2320,2021
38182,2710,Kreuziger  Roman,1986,Czech Republic,Gazprom-RusVelo,1,36,2021
38246,2710,Onley  Oscar,2002,Great Britain,Development Team DSM,1,120433,2021
38473,2,Evenepoel  Remco,2000,Belgium,Quick-Step Alpha Vinyl Team,3380,84019,2022
38479,8,Pedersen  Mads,1995,Denmark,Trek-Segafredo,1913,16793,2022
38480,9,Mas  Enric,1995,Spain,Movistar Team,1873,1527,2022
